loc_prec,G16DPRS,G16RPRS,G16DHOR,G16RHOR,year,
"Essex,Roseland 4 - Election Day",252,362,177,343,2016,
"Essex,Roseland 5 - Election Day",218,344,148,313,2016,
"Essex,Roseland 6 - Election Day",267,241,201,245,2016,
"Essex,Roseland Mail-In 11th Cong - Mail",129,129,84,156,2016,
"Essex,Roseland Prov 11th Cong - Provis",19,22,11,23,2016,
"Essex,South Orange 1 - Election Day",541,67,446,55,2016,
"Essex,South Orange 10 - Election Day",450,45,379,42,2016,
"Essex,South Orange 11 - Election Day",431,54,351,34,2016,
"Essex,South Orange 12 - Election Day",622,62,522,58,2016,
"Essex,South Orange 13 - Election Day",811,80,642,112,2016,
"Essex,South Orange 2 - Election Day",411,28,358,27,2016,
"Essex,South Orange 3 - Election Day",504,67,407,72,2016,
"Essex,South Orange 4 - Election Day",587,71,465,64,2016,
"Essex,South Orange 6 - Election Day",516,53,416,62,2016,
"Essex,South Orange 7 - Election Day",927,159,753,183,2016,
"Essex,South Orange 8 - Election Day",429,49,357,54,2016,
"Essex,South Orange 9 - Election Day",489,92,392,88,2016,
"Essex,South Orange Mail-In 10th Cong -",633,64,573,86,2016,
"Essex,South Orange Prov 10th Cong - P",94,13,72,18,2016,
"Essex,Verona 1 - Election Day",394,271,277,241,2016,
"Essex,Verona 10 - Election Day",396,315,284,289,2016,
"Essex,Verona 11 - Election Day",382,321,274,283,2016,
"Essex,Verona 2 - Election Day",318,237,214,241,2016,
"Essex,Verona 3 - Election Day",275,196,188,205,2016,
"Essex,Verona 4 - Election Day",365,389,238,312,2016,
"Essex,Verona 5 - Election Day",408,333,268,314,2016,
"Essex,Verona 6 - Election Day",376,263,242,258,2016,
"Essex,Verona 7 - Election Day",236,320,146,251,2016,
"Essex,Verona 8 - Election Day",348,273,223,252,2016,
"Essex,Verona 9 - Election Day",285,306,175,261,2016,
"Essex,Verona Mail-In 11th Cong - Mail-In",360,213,270,243,2016,
"Essex,Verona Prov 11th Cong - Provision",56,43,38,42,2016,
"Essex,West Caldwell 1 - Election Day",231,267,150,266,2016,
"Essex,West Caldwell 2 - Election Day",262,261,164,296,2016,
"Essex,West Caldwell 3 - Election Day",347,435,250,399,2016,
"Essex,West Caldwell 4 - Election Day",334,368,235,369,2016,
"Essex,West Caldwell 5 - Election Day",262,334,170,328,2016,
"Essex,West Caldwell 6 - Election Day",279,322,180,326,2016,
"Essex,West Caldwell 7 - Election Day",230,232,162,247,2016,
"Essex,West Caldwell 8 - Election Day",260,286,181,318,2016,
"Essex,West Caldwell 9 - Election Day",267,405,172,387,2016,
"Essex,West Caldwell Mail-In 11th Cong -",265,190,193,225,2016,
"Essex,West Caldwell Prov 11th Cong - P",37,28,29,24,2016,
"Essex,West Orange 1-1 - Election Day",443,99,318,75,2016,
"Essex,West Orange 1-2 - Election Day",423,83,288,74,2016,
"Essex,West Orange 1-3 - Election Day",418,72,307,44,2016,
"Essex,West Orange 1-4 - Election Day",530,115,357,108,2016,
"Essex,West Orange 1-6 - Election Day",489,101,323,52,2016,
"Essex,West Orange 1-7 - Election Day",216,59,161,33,2016,
"Essex,West Orange 1-8 - Election Day",453,95,320,92,2016,
"Essex,West Orange 1-9 - Election Day",321,60,223,66,2016,
"Essex,West Orange 2-1 - Election Day",529,110,344,101,2016,
"Essex,West Orange 2-2 - Election Day",601,162,482,137,2016,
"Essex,West Orange 2-3 - Election Day",311,136,209,88,2016,
"Essex,West Orange 2-4 - Election Day",238,64,170,42,2016,
"Essex,West Orange 2-5 - Election Day",282,124,225,87,2016,
"Essex,West Orange 3-1 - Election Day",272,37,200,19,2016,
"Essex,West Orange 3-2 - Election Day",280,31,202,23,2016,
"Essex,West Orange 3-3 - Election Day",409,105,301,59,2016,
"Essex,West Orange 4-1 - Election Day",468,244,301,216,2016,
"Essex,West Orange 4-10 - Election Day",241,112,156,98,2016,
"Essex,West Orange 4-11 - Election Day",253,114,183,89,2016,
"Essex,West Orange 4-12 - Election Day",603,235,415,211,2016,
"Essex,West Orange 4-13 - Election Day",433,186,291,163,2016,
"Essex,West Orange 4-14 - Election Day",442,176,299,135,2016,
"Essex,West Orange 4-15 - Election Day",527,228,368,214,2016,
"Essex,West Orange 4-16 - Election Day",339,106,242,101,2016,
"Essex,West Orange 4-2 - Election Day",574,208,411,194,2016,
"Essex,West Orange 4-3 - Election Day",523,262,367,226,2016,
"Essex,West Orange 4-4 - Election Day",283,159,172,143,2016,
"Essex,West Orange 4-5 - Election Day",599,197,390,196,2016,
"Essex,West Orange 4-6 - Election Day",508,194,365,157,2016,
"Essex,West Orange 4-7 - Election Day",494,189,329,159,2016,
"Essex,West Orange 4-8 - Election Day",417,144,278,150,2016,
"Essex,West Orange 4-9 - Election Day",385,204,254,211,2016,
"Essex,West Orange 5-1 - Election Day",319,46,211,31,2016,
"Essex,West Orange 5-2 - Election Day",312,59,216,26,2016,
"Essex,West Orange 5-3 - Election Day",476,153,373,101,2016,
"Essex,West Orange 5-4 - Election Day",415,60,300,41,2016,
"Essex,West Orange 5-5 - Election Day",359,46,243,34,2016,
"Essex,West Orange Mail-In 10th Cong -",287,62,265,61,2016,
"Essex,West Orange Mail-In 11th Cong -",983,309,777,376,2016,
"Essex,West Orange Prov 10th Cong - Pr",126,17,92,13,2016,
"Essex,West Orange Prov 11th Cong - Pr",176,38,130,40,2016,
"Hunterdon,Alexandria",906,1788,830,1724,2016,
"Hunterdon,Alexandria 1",245,518,232,496,2016,
"Hunterdon,Alexandria 2",188,356,182,342,2016,
"Hunterdon,Alexandria 3",170,348,162,321,2016,
"Hunterdon,Alexandria 4",189,369,155,371,2016,
"Hunterdon,Alexandria Mail-In Ballot",113,197,99,193,2016,
"Hunterdon,Alexandria Provisional",1,0,0,1,2016,
"Hunterdon,Bethlehem",829,1340,698,1383,2016,
"Hunterdon,Bethlehem 1",204,281,169,294,2016,
"Hunterdon,Bethlehem 2",168,289,143,293,2016,
"Hunterdon,Bethlehem 3",170,316,150,317,2016,
"Hunterdon,Bethlehem 4",153,325,128,323,2016,
"Hunterdon,Bethlehem Mail-In Ballot",133,123,106,152,2016,
"Hunterdon,Bethlehem Provisional",1,6,2,4,2016,
"Hunterdon,Bloomsbury",165,253,132,244,2016,
"Hunterdon,Bloomsbury 1",148,233,121,221,2016,
"Hunterdon,Bloomsbury Mail-In Ballot",16,20,10,23,2016,
"Hunterdon,Bloomsbury Provisional",1,0,1,0,2016,
"Hunterdon,Califon",270,287,231,306,2016,
"Hunterdon,Califon 1",248,266,215,279,2016,
"Hunterdon,Califon Mail-In Ballot",22,20,16,27,2016,
"Hunterdon,Califon Provisional",0,1,0,0,2016,
"Hunterdon,Clinton Town",666,647,553,738,2016,
"Hunterdon,Clinton Township",3008,3993,2304,4404,2016,
"Hunterdon,Clinton Township 1",189,308,152,335,2016,
"Hunterdon,Clinton Township 10",221,272,175,295,2016,
"Hunterdon,Clinton Township 11",235,276,174,318,2016,
"Hunterdon,Clinton Township 12",197,267,150,292,2016,
"Hunterdon,Clinton Township 2",225,293,161,341,2016,
"Hunterdon,Clinton Township 3",201,249,160,285,2016,
"Hunterdon,Clinton Township 4",259,290,219,299,2016,
"Hunterdon,Clinton Township 5",230,372,195,386,2016,
"Hunterdon,Clinton Township 6",184,323,146,336,2016,
"Hunterdon,Clinton Township 7",188,337,136,365,2016,
"Hunterdon,Clinton Township 8",159,279,123,294,2016,
"Hunterdon,Clinton Township 9",205,257,160,288,2016,
"Hunterdon,Clinton Township Mail-In",504,455,348,551,2016,
"Hunterdon,Clinton Township Provisional",11,15,5,19,2016,
"Hunterdon,Delaware",1249,1539,1088,1589,2016,
"Hunterdon,Delaware 1",246,320,196,330,2016,
"Hunterdon,Delaware 2",162,284,136,297,2016,
"Hunterdon,Delaware 3",234,229,216,242,2016,
"Hunterdon,Delaware 4",166,314,143,296,2016,
"Hunterdon,Delaware 5",236,224,220,231,2016,
"Hunterdon,Delaware Mail-In Ballot",200,159,174,183,2016,
"Hunterdon,Delaware Provisional",5,9,3,10,2016,
"Hunterdon,East Amwell",978,1306,780,1425,2016,
"Hunterdon,East Amwell 1",140,239,116,257,2016,
"Hunterdon,East Amwell 2",168,258,131,258,2016,
"Hunterdon,East Amwell 3",176,226,142,248,2016,
"Hunterdon,East Amwell 4",143,242,115,263,2016,
"Hunterdon,East Amwell 5",188,225,150,252,2016,
"Hunterdon,East Amwell Mail-In Ballot",158,112,121,145,2016,
"Hunterdon,East Amwell Provisional",5,4,5,2,2016,
"Hunterdon,Flemington",795,670,640,761,2016,
"Hunterdon,Flemington 1",216,161,163,172,2016,
"Hunterdon,Flemington 2",219,186,187,224,2016,
"Hunterdon,Flemington 3",248,239,201,266,2016,
"Hunterdon,Flemington Mail-In Ballot",110,79,87,95,2016,
"Hunterdon,Flemington Provisional",2,5,2,4,2016,
"Hunterdon,Franklin",620,1135,498,1161,2016,
"Hunterdon,Franklin 1",168,358,141,362,2016,
"Hunterdon,Franklin 2",154,340,118,338,2016,
"Hunterdon,Franklin 3",204,323,160,339,2016,
"Hunterdon,Franklin Mail-In Ballot",93,112,78,120,2016,
"Hunterdon,Franklin Provisional",1,2,1,2,2016,
"Hunterdon,Frenchtown",422,274,391,277,2016,
"Hunterdon,Frenchtown 1",376,249,346,253,2016,
"Hunterdon,Frenchtown Mail-In Ballot",46,25,45,23,2016,
"Hunterdon,Frenchtown Provisional",0,0,0,1,2016,
"Hunterdon,Glen Gardner",335,467,267,478,2016,
"Hunterdon,Glen Gardner 1",299,432,241,436,2016,
"Hunterdon,Glen Gardner Mail-In Ballot",35,33,25,40,2016,
"Hunterdon,Glen Gardner Provisional",1,2,1,2,2016,
"Hunterdon,Hampton",249,380,208,378,2016,
"Hunterdon,Hampton 1",225,357,188,352,2016,
"Hunterdon,Hampton Mail-In Ballot",24,19,20,22,2016,
"Hunterdon,Hampton Provisional",0,4,0,4,2016,
"Hunterdon,High Bridge",862,908,723,932,2016,
"Hunterdon,High Bridge 1",229,302,191,317,2016,
"Hunterdon,High Bridge 2",283,274,250,269,2016,
"Hunterdon,High Bridge 3",256,259,205,272,2016,
"Hunterdon,High Bridge Mail-In Ballot",90,71,75,71,2016,
"Hunterdon,High Bridge Provisional",4,2,2,3,2016,
"Hunterdon,Holland",941,1927,871,1814,2016,
"Hunterdon,Holland 1",171,350,173,321,2016,
"Hunterdon,Holland 2",160,423,146,382,2016,
"Hunterdon,Holland 3",160,330,145,326,2016,
"Hunterdon,Holland 4",176,355,179,325,2016,
"Hunterdon,Holland 5",152,299,133,286,2016,
"Hunterdon,Holland Mail-In Ballot",117,166,91,169,2016,
"Hunterdon,Holland Provisional",5,4,4,5,2016,
"Hunterdon,Kingwood",688,1390,600,1330,2016,
"Hunterdon,Kingwood 1",155,319,134,315,2016,
"Hunterdon,Kingwood 2",152,330,130,319,2016,
"Hunterdon,Kingwood 3",128,327,118,284,2016,
"Hunterdon,Kingwood 4",146,298,130,285,2016,
"Hunterdon,Kingwood Mail-In Ballot",102,111,86,121,2016,
"Hunterdon,Kingwood Provisional",5,5,2,6,2016,
"Hunterdon,Lambertville",1826,579,1650,677,2016,
"Hunterdon,Lambertville 1",403,145,349,171,2016,
"Hunterdon,Lambertville 2",444,127,412,131,2016,
"Hunterdon,Lambertville 3",364,156,318,178,2016,
"Hunterdon,Lambertville 4",387,79,373,100,2016,
"Hunterdon,Lambertville Mail-In Ballot",221,68,192,92,2016,
"Hunterdon,Lambertville Provisional",7,4,6,5,2016,
"Hunterdon,Lebanon Boro",345,502,281,490,2016,
"Hunterdon,Lebanon Boro 1",295,445,242,433,2016,
"Hunterdon,Lebanon Boro Mail-In Ballot",48,50,38,51,2016,
"Hunterdon,Lebanon Boro Provisional",2,7,1,6,2016,
"Hunterdon,Lebanon Township",51170,52127,5991,62078,2016,
"Hunterdon,Lebanon Township 1",198,379,165,365,2016,
"Hunterdon,Lebanon Township 2",142,283,117,268,2016,
"Hunterdon,Lebanon Township 3",178,323,161,318,2016,
"Hunterdon,Lebanon Township 4",204,393,172,395,2016,
"Hunterdon,Lebanon Township 5",134,252,113,236,2016,
"Hunterdon,Lebanon Township 6",123,316,110,297,2016,
"Hunterdon,Lebanon Township Mail-In",186,176,148,193,2016,
"Hunterdon,Milford",270,350,276,328,2016,
"Hunterdon,Milford 1",244,331,254,307,2016,
"Hunterdon,Milford Mail-In Ballot",24,19,22,21,2016,
"Hunterdon,Milford Provisional",2,0,0,0,2016,
"Hunterdon,Raritan",5415,6677,4282,7264,2016,
"Hunterdon,Raritan 1",192,264,162,288,2016,
"Hunterdon,Raritan 10",203,216,174,218,2016,
"Hunterdon,Raritan 11",201,307,166,315,2016,
"Hunterdon,Raritan 12",162,204,134,218,2016,
"Hunterdon,Raritan 13",216,289,167,322,2016,
"Hunterdon,Raritan 14",214,301,171,309,2016,
"Hunterdon,Raritan 15",239,272,196,277,2016,
"Hunterdon,Raritan 16",242,245,183,268,2016,
"Hunterdon,Raritan 17",219,338,162,368,2016,
"Hunterdon,Raritan 18",233,309,194,315,2016,
"Hunterdon,Raritan 19",238,298,172,322,2016,
"Hunterdon,Raritan 2",231,256,192,289,2016,
"Hunterdon,Raritan 20",186,286,144,313,2016,
"Hunterdon,Raritan 21",227,289,175,330,2016,
"Hunterdon,Raritan 3",197,316,149,331,2016,
"Hunterdon,Raritan 4",212,212,161,244,2016,
"Hunterdon,Raritan 5",198,318,165,316,2016,
"Hunterdon,Raritan 6",217,294,148,332,2016,
"Hunterdon,Raritan 7",189,310,149,330,2016,
"Hunterdon,Raritan 8",159,292,112,322,2016,
"Hunterdon,Raritan 9",219,291,182,326,2016,
"Hunterdon,Raritan Mail-In Ballot",1009,741,811,887,2016,
"Hunterdon,Raritan Provisional",12,29,13,24,2016,
"Hunterdon,Readington",3590,5565,2667,5809,2016,
"Hunterdon,Readington 1",209,349,175,338,2016,
"Hunterdon,Readington 10",189,371,123,383,2016,
"Hunterdon,Readington 11",225,434,168,414,2016,
"Hunterdon,Readington 12",138,257,118,273,2016,
"Hunterdon,Readington 13",283,328,216,345,2016,
"Hunterdon,Readington 14",144,229,115,238,2016,
"Hunterdon,Readington 15",111,209,87,208,2016,
"Hunterdon,Readington 16",172,233,123,255,2016,
"Hunterdon,Readington 2",240,300,178,312,2016,
"Hunterdon,Readington 3",200,356,137,361,2016,
"Hunterdon,Readington 4",141,293,102,292,2016,
"Hunterdon,Readington 5",212,372,150,386,2016,
"Hunterdon,Readington 6",191,330,138,354,2016,
"Hunterdon,Readington 7",180,322,119,352,2016,
"Hunterdon,Readington 8",255,339,197,341,2016,
"Hunterdon,Readington 9",140,271,100,296,2016,
"Hunterdon,Readington Mail-In Ballot",548,555,412,643,2016,
"Hunterdon,Readington Provisional",12,17,9,18,2016,
"Hunterdon,Stockton",198,115,176,145,2016,
"Hunterdon,Stockton 1",178,105,158,133,2016,
"Hunterdon,Stockton Mail-In Ballot",19,10,17,12,2016,
"Hunterdon,Stockton Provisional",1,0,1,0,2016,
"Hunterdon,Tewksbury",1402,2109,1077,2302,2016,
"Hunterdon,Tewksbury 1",275,351,216,397,2016,
"Hunterdon,Tewksbury 2",296,547,218,582,2016,
"Hunterdon,Tewksbury 3",240,382,187,400,2016,
"Hunterdon,Tewksbury 4",177,286,140,307,2016,
"Hunterdon,Tewksbury 5",186,298,133,329,2016,
"Hunterdon,Tewksbury Mail-In Ballot",222,236,182,275,2016,
"Hunterdon,Tewksbury Provisional",6,9,1,12,2016,
"Hunterdon,Total",57796,77424,47228,81058,2016,
"Hunterdon,Town of Clinton 1",394,372,313,437,2016,
"Hunterdon,Town of Clinton 2",153,208,138,217,2016,
"Hunterdon,Town of Clinton Mail-In Ballot",114,62,98,79,2016,
"Hunterdon,Town of Clinton Provisional",5,5,4,5,2016,
"Hunterdon,Union",971,1486,779,1554,2016,
"Hunterdon,Union 1",202,336,146,360,2016,
"Hunterdon,Union 2",229,368,185,377,2016,
"Hunterdon,Union 3",213,292,182,296,2016,
"Hunterdon,Union 4",171,312,140,331,2016,
"Hunterdon,Union Mail-In Ballot",153,171,124,182,2016,
"Hunterdon,Union Provisional",3,7,2,8,2016,
"Hunterdon,West Amwell",728,898,621,938,2016,
"Hunterdon,West Amwell 1",426,503,359,536,2016,
"Hunterdon,West Amwell 2",207,294,174,297,2016,
"Hunterdon,West Amwell Mail-In Ballot",91,96,84,101,2016,
"Hunterdon,West Amwell Provisional",4,5,4,4,2016,
"Mercer,East Windsor 1",618,328,565,315,2016,
"Mercer,East Windsor 10",307,135,261,102,2016,
"Mercer,East Windsor 11",533,205,455,177,2016,
"Mercer,East Windsor 12",389,170,350,148,2016,
"Mercer,East Windsor 13",343,126,269,104,2016,
"Mercer,East Windsor 14",305,99,257,102,2016,
"Mercer,East Windsor 15",375,152,331,131,2016,
"Mercer,East Windsor 16",285,96,265,75,2016,
"Mercer,East Windsor 2",633,250,516,256,2016,
"Mercer,East Windsor 3",215,130,194,121,2016,
"Mercer,East Windsor 4",760,357,681,343,2016,
"Mercer,East Windsor 5",559,326,478,300,2016,
"Mercer,East Windsor 6",433,268,373,271,2016,
"Mercer,East Windsor 7",380,227,334,246,2016,
"Mercer,East Windsor 8",605,364,537,347,2016,
"Mercer,East Windsor 9",365,128,287,103,2016,
"Mercer,East Windsor Civilian Mail-In Ballot",613,232,532,247,2016,
"Mercer,East Windsor Provisional",61,16,42,16,2016,
"Mercer,Ewing Civilian Mail-In Ballot",853,277,792,249,2016,
"Mercer,Ewing Provisional",103,28,78,24,2016,
"Mercer,Ewing Twp 1",270,162,242,179,2016,
"Mercer,Ewing Twp 10",476,56,452,37,2016,
"Mercer,Ewing Twp 11",438,248,417,221,2016,
"Mercer,Ewing Twp 12",348,122,329,110,2016,
"Mercer,Ewing Twp 13",287,33,285,27,2016,
"Mercer,Ewing Twp 14",209,147,192,148,2016,
"Mercer,Ewing Twp 15",548,108,509,102,2016,
"Mercer,Ewing Twp 16",215,169,213,150,2016,
"Mercer,Ewing Twp 17",372,147,347,137,2016,
"Mercer,Ewing Twp 18",392,197,365,183,2016,
"Mercer,Ewing Twp 19",485,352,453,334,2016,
"Mercer,Ewing Twp 2",270,113,259,100,2016,
"Mercer,Ewing Twp 20",172,142,152,124,2016,
"Mercer,Ewing Twp 21",435,278,393,272,2016,
"Mercer,Ewing Twp 22",288,117,255,122,2016,
"Mercer,Ewing Twp 23",276,111,274,82,2016,
"Mercer,Ewing Twp 24",688,262,645,237,2016,
"Mercer,Ewing Twp 25",461,67,427,49,2016,
"Mercer,Ewing Twp 26",428,127,404,117,2016,
"Mercer,Ewing Twp 27",458,146,447,136,2016,
"Mercer,Ewing Twp 28",332,47,317,35,2016,
"Mercer,Ewing Twp 3",388,79,369,68,2016,
"Mercer,Ewing Twp 4",497,184,471,170,2016,
"Mercer,Ewing Twp 5",475,42,454,32,2016,
"Mercer,Ewing Twp 6",389,120,374,101,2016,
"Mercer,Ewing Twp 7",251,133,261,94,2016,
"Mercer,Ewing Twp 8",277,205,259,199,2016,
"Mercer,Ewing Twp 9",431,77,402,62,2016,
"Mercer,Hamilton Civilian Mail-In Ballot",1576,1297,1084,1781,2016,
"Mercer,Hamilton Provisional",213,134,157,165,2016,
"Mercer,Hamilton Twp 1",241,273,165,361,2016,
"Mercer,Hamilton Twp 10",250,384,184,428,2016,
"Mercer,Hamilton Twp 11",351,219,278,261,2016,
"Mercer,Hamilton Twp 12",454,242,342,293,2016,
"Mercer,Hamilton Twp 13",636,96,499,155,2016,
"Mercer,Hamilton Twp 14",358,306,268,352,2016,
"Mercer,Hamilton Twp 15",596,424,460,518,2016,
"Mercer,Hamilton Twp 16",305,202,250,233,2016,
"Mercer,Hamilton Twp 17",383,231,275,292,2016,
"Mercer,Hamilton Twp 18",334,175,239,243,2016,
"Mercer,Hamilton Twp 19",175,231,121,273,2016,
"Mercer,Hamilton Twp 2",218,222,145,287,2016,
"Mercer,Hamilton Twp 20",227,273,142,354,2016,
"Mercer,Hamilton Twp 21",184,178,141,220,2016,
"Mercer,Hamilton Twp 22",141,210,115,234,2016,
"Mercer,Hamilton Twp 23",576,212,482,249,2016,
"Mercer,Hamilton Twp 24",211,195,137,252,2016,
"Mercer,Hamilton Twp 25",386,276,281,359,2016,
"Mercer,Hamilton Twp 26",265,232,198,273,2016,
"Mercer,Hamilton Twp 27",335,462,241,558,2016,
"Mercer,Hamilton Twp 28",259,270,193,317,2016,
"Mercer,Hamilton Twp 29",237,201,175,243,2016,
"Mercer,Hamilton Twp 3",177,323,116,372,2016,
"Mercer,Hamilton Twp 30",227,307,138,383,2016,
"Mercer,Hamilton Twp 31",483,542,348,665,2016,
"Mercer,Hamilton Twp 32",214,250,150,309,2016,
"Mercer,Hamilton Twp 33",270,276,203,329,2016,
"Mercer,Hamilton Twp 34",236,215,178,266,2016,
"Mercer,Hamilton Twp 35",345,348,250,436,2016,
"Mercer,Hamilton Twp 36",208,209,127,277,2016,
"Mercer,Hamilton Twp 37",211,196,156,242,2016,
"Mercer,Hamilton Twp 38",267,305,179,375,2016,
"Mercer,Hamilton Twp 39",256,170,184,220,2016,
"Mercer,Hamilton Twp 4",435,86,356,126,2016,
"Mercer,Hamilton Twp 40",213,194,148,256,2016,
"Mercer,Hamilton Twp 41",343,257,261,315,2016,
"Mercer,Hamilton Twp 42",233,278,159,356,2016,
"Mercer,Hamilton Twp 43",268,292,170,390,2016,
"Mercer,Hamilton Twp 44",216,295,144,347,2016,
"Mercer,Hamilton Twp 45",269,479,180,556,2016,
"Mercer,Hamilton Twp 46",192,293,129,322,2016,
"Mercer,Hamilton Twp 47",362,458,258,534,2016,
"Mercer,Hamilton Twp 48",225,200,152,247,2016,
"Mercer,Hamilton Twp 49",263,461,207,510,2016,
"Mercer,Hamilton Twp 5",512,173,423,210,2016,
"Mercer,Hamilton Twp 50",365,372,262,480,2016,
"Mercer,Hamilton Twp 51",262,217,187,276,2016,
"Mercer,Hamilton Twp 52",395,337,282,416,2016,
"Mercer,Hamilton Twp 53",226,288,170,342,2016,
"Mercer,Hamilton Twp 54",369,216,299,253,2016,
"Mercer,Hamilton Twp 55",426,468,289,595,2016,
